U71;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
700100;Head of State;詹姆斯·汉密尔顿 ;34;SC;Popular Figurehead;high;ulster3;x
700101;Head of State;托马斯·狄克逊爵士 ;34;SC;Insignificant Layman;high;ulster17;x
700102;Head of State;托马斯·坎贝尔 ;34;PA;Die-hard Reformer;high;ulster13;x
700103;Head of State;杰克·比蒂;34;SD;Insignificant Layman;high;ulster11;x
700104;Head of Government;詹姆斯·克雷格 ;34;SC;Flamboyant Tough Guy;high;ulster4;x
700105;Head of Government;理查德·伯恩 ;34;PA;Political Protege;high;ulster15;x
700106;Head of Government;杰克·比蒂;34;SD;Silent Workhorse;high;unknown;x
700107;Foreign Minister;詹姆斯·克雷格 ;34;SC;Ideological Crusader;high;ulster4;x
700108;Foreign Minister;哈利·米奇利 ;34;SL;Ideological Crusader;high;unknown;x
700109;Minister of Armament;约翰·米勒安卓  ;34;SC;Laissez Faires Capitalist;high;ulster5;x
700110;Minister of Armament;爱德华·阿奇 ;34;SC;Resource Industrialist;high;unknown;x
700111;Minister of Armament;哈利·米奇利 ;34;SL;Administrative Genius;high;ulster9;x
700112;Minister of Armament;罗勒·布鲁克 ;34;SC;Administrative Genius;high;ulster2;x
700113;Minister of Armament;约瑟夫·拉莫尔 ;34;SL;Theoretical Scientist;high;ulster14;x
700114;Minister of Armament;威廉·格兰特 ;34;SC;Battle Fleet Proponent;high;ulster18;x
700115;Minister of Security;道森贝茨 ;34;SC;Man of the People;high;ulster8;x
700116;Minister of Security;约瑟夫·戴维森;34;SC;Efficient Sociopath;high;ulster10;x
700117;Minister of Security;罗勒·布鲁克 ;34;SC;Crime Fighter;high;ulster2;x
700118;Minister of Security;威廉·穆尔爵士;34;ML;Silent Lawyer;high;ulster12;x
700119;Minister of Security;詹姆斯·安德鲁斯;34;SC;Silent Lawyer;high;unknown;x
700120;Minister of Security;亚历山大·罗宾逊;34;SC;Prince of Terror;high;ulster1;x
700121;Minister of Security;约翰·威廉·尼克松;34;PA;Prince of Terror;high;unknown;x
700122;Minister of Security;查尔斯·威克姆爵士;34;SC;Crime Fighter;high;unknown;x
700123;Head of Military Intelligence;罗伯特·布莱尔梅恩;43;SC;Dismal Enigma;high;M_U71_RobertBlairMayne;x
700124;Head of Military Intelligence;罗伯特·詹姆斯;34;ML;Logistics Specialist;high;unknown;x
700125;Head of Military Intelligence;罗勒·布鲁克 ;34;SC;Logistics Specialist;high;ulster2;x
700126;Head of Military Intelligence;赫伯特·狄克逊;34;SC;Logistics Specialist;high;unknown;x
700127;Head of Military Intelligence;约翰·威廉·尼克松;34;PA;Political Specialist;high;unknown;x
700128;Chief of Staff;罗勒·布鲁克 ;34;SC;School of Psychology;high;ulster2;x
700129;Chief of Army;威廉·约翰;34;ML;Static Defence Doctrine;high;ulster19;x
700130;Chief of Army;赫伯特·狄克逊;34;SC;Decisive Battle Doctrine;high;unknown;x
700131;Chief of Army;诺曼·斯特朗;34;SC;Static Defence Doctrine;high;ulster16;x
700132;Chief of Navy;爱德华·宾汉姆;34;SC;Power Projection Doctrine;high;ulster6;x
700133;Chief of Navy;爱德华·阿奇德尔;34;ML;Decisive Naval Battle Doctrine;high;unknown;x
700134;Chief of Navy;威廉·格兰特 ;34;SC;Base Control Doctrine;high;ulster18;x
700135;Chief of Air Force;约翰·兰彻斯特;34;SL;Army Aviation Doctrine;high;unknown;x
700136;Chief of Air Force;乔治·柯里;34;SC;Air Superiority Doctrine;high;ulster7;x
700137;Chief of Staff;罗伯特·布莱尔梅恩;39;SC;School of Fire Support;High;M_U71_RobertBlairMayne;x
700138;Chief of Army;罗伯特·布莱尔梅恩;42;SC;Elastic Defence Doctrine;High;M_U71_RobertBlairMayne;x
700139;Foreign Minister;威廉·乔伊斯 ;36;NS;Ideological Crusader;Very High;M1013;x
700140;Head of State;威廉·乔伊斯 ;35;NS;Barking Buffoon;Very High;M1013;x
