U89;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
800900;Head of State;亚瑟 F 理查兹爵士 ;36;ML;Weary Stiffneck;Very High;jamaica1;x
800901;Head of Government;亚瑟 F 理查兹爵士 ;36;ML;Happy Amateur;Very High;jamaica1;x
800902;Foreign Minister;休·福特;36;ML;Great Compromiser;Very High;jamaica2;x
800903;Minister of Armament;帕特里克·巴肯 - 赫本;36;ML;Infantry Proponent;Very High;jamaica3;x
800904;Minister of Security;克利夫顿·尼特;36;ML;Man of the People;Very High;jamaica4;x
800905;Head of Military Intelligence;帕特里克·巴肯 - 赫本;36;ML;Logistics Specialist;Very High;jamaica3;x
800906;Chief of Staff;保罗·埃德温·克鲁克;36;ML;School of Psychology;Very High;unknown;x
800907;Chief of Army;保罗·埃德温·克鲁克;36;ML;Guns and Butter Doctrine;Very High;unknown;x
800908;Chief of Navy;马库斯加维;36;SC;Open Seas Doctrine;Very High;jamaica5;x
800909;Chief of Air Force;杰弗里·科林·盖伊;36;SL;Air Superiority Doctrine;Very High;jamaica6;x
800910;Head of State;马库斯加维;36;PA;Barking Buffoon;Very High;jamaica5;x
800911;Head of Government;伦纳德·豪威尔;36;SC;Flamboyant Tough Guy;Very High;jamaica6;x
800912;Foreign Minister;艾米·阿什伍德·加维;36;PA;Ideological Crusader;Very High;jamaica7;x
800913;Minister of Armament;唐纳德·桑斯特;36;SC;Administrative Genius;Very High;jamaica9;x
800914;Minister of Security;艾米雅克·加维;36;SC;Man of the People;Very High;jamaica8;x
800917;Chief of Army;W·W·富勒;36;SC;Decisive Battle Doctrine;Very High;jamaica10;x
800920;Head of State;诺尔曼·华盛顿·曼利;36;LWR;Die-hard Reformer;Very High;jamaica11;x
800921;Head of Government;亚历山大·布斯塔曼特;36;SD;Ambitious Union Boss;Very High;jamaica12;x
800922;Foreign Minister;理查德·哈特;36;LE;Iron Fisted Brute;Very High;jamaica13;x
800923;Minister of Armament;亚历山大·布斯塔曼特;36;SD;Administrative Genius;Very High;jamaica12;x
800924;Minister of Security;理查德·哈特;36;LE;Silent Lawyer;Very High;jamaica13;x
