U93;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
900300;Head of State;艾哈迈德·希拉;34;FA;Pig-headed Isolationist;Very High;mauretania1;x
900301;Head of Government;艾哈迈德·希拉;34;FA;Happy Amateur;Very High;mauretania1;x
900302;Minister of Armament;艾哈迈德·希拉;34;FA;Infantry Proponent;Very High;mauretania1;x
900303;Head of Military Intelligence;艾哈迈德·希拉;34;FA;Political Specialist;Very High;mauretania1;x
900304;Chief of Staff;艾哈迈德·希拉;34;FA;School of Psychology;Very High;mauretania1;x
900305;Chief of Army;艾哈迈德·希拉;34;FA;Elastic Defence Doctrine;Very High;mauretania1;x
900306;Head of State;莫克塔 乌尔德 达达赫 ;44;PA;Powerhungry Demagogue;Very High;mauretania2;x
900307;Head of Government;莫克塔 乌尔德 达达赫 ;44;PA;Corporate Suit;Very High;mauretania2;x
900308;Foreign Minister;莫克塔 乌尔德 达达赫 ;44;PA;Apologetic Clerk;Very High;mauretania2;x
900309;Minister of Armament;莫克塔 乌尔德 达达赫 ;44;PA;Corrupt Kleptocrat;Very High;mauretania2;x
900310;Minister of Security;莫克塔 乌尔德 达达赫 ;44;PA;Man of the People;Very High;mauretania2;x
900311;Head of State;亨利·洛德;34;SC;Resigned Generalissimo;Very High;mauretania3;x
900312;Head of Government;沙维尔科·波拉尼;34;SC;Happy Amateur;Very High;mauretania4;x
900313;Foreign Minister;亨利·洛德;34;SC;Ideological Crusader;Very High;mauretania3;x
900314;Minister of Armament;沙维尔科·波拉尼;34;SC;Laissez Faires Capitalist;Very High;mauretania4;x
900315;Minister of Security;沙维尔科·波拉尼;34;SC;Silent Lawyer;Very High;mauretania4;x
900316;Head of Military Intelligence;保罗·奥贝特;34;ML;Naval Intelligence Specialist;Very High;mauretania5;x
900317;Chief of Staff;吉恩·布雷顿;34;SC;School of Fire Support;Very High;unknown;x
900318;Chief of Army;吉恩·布雷顿;34;SC;Decisive Battle Doctrine;Very High;unknown;x
900319;Chief of Navy;保罗·奥贝特;34;ML;Decisive Naval Battle Doctrine;Very High;mauretania5;x
900320;Chief of Air Force;保罗·奥贝特;34;ML;Naval Aviation Doctrine;Very High;mauretania5;x
