U83;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
800300;Head of State;索罗门·班达拉奈克;36;SD;Die-hard Reformer;Very High;ceylon1;x
800301;Head of State;科尔文·德·席尔瓦;36;LE;Pig-headed Isolationist;Very High;ceylon10;x
800302;Head of State;斯蒂芬·森纳那亚克;36;SC;Autocratic Charmer;Very High;ceylon7;x
800303;Head of Government;索罗门·班达拉奈克;36;SD;Silent Workhorse;Very High;ceylon1;x
800304;Head of Government;N. M.佩雷拉;36;LWR;Ambitious Union Boss;Very High;ceylon12;x
800305;Head of Government;斯蒂芬·森纳那亚克;36;SC;Flamboyant Tough Guy;Very High;ceylon7;x
800306;Head of Government;科尔文·德·席尔瓦;36;LE;Backroom Backstabber;Very High;ceylon10;x
800307;Foreign Minister;约翰·科特拉瓦拉;36;SC;General Staffer;Very High;ceylon8;x
800308;Foreign Minister;埃德温·维杰亚拉特纳;36;ML;Great Compromiser;Very High;ceylon2;x
800309;Foreign Minister;菲利普·古纳瓦德纳;36;ST;Great Compromiser;Very High;ceylon11;x
800310;Minister of Armament;Ernest De Silva;36;ML;Laissez Faires Capitalist;Very High;ceylon3;x
800311;Minister of Armament;约翰·科特拉瓦拉;36;SC;Infantry Proponent;Very High;ceylon8;x
800312;Minister of Armament;科尔文·德·席尔瓦;36;LE;Administrative Genius;Very High;ceylon10;x
800313;Minister of Armament;N. M.佩雷拉;36;LWR;Laissez Faires Capitalist;Very High;ceylon12;x
800314;Minister of Security;科尔文·德·席尔瓦;36;LE;Silent Lawyer;Very High;ceylon10;x
800315;Minister of Security;索罗门·班达拉奈克;36;SD;Compassionate Gentleman;Very High;ceylon1;x
800316;Minister of Security;C.W.W.卡纳加拉;36;SL;Man of the People;Very High;ceylon9;x
800317;Minister of Security;菲利普·古纳瓦德纳;36;ST;Man of the People;Very High;ceylon11;x
800318;Head of Military Intelligence;詹姆斯·佩里斯;36;ML;Political Specialist;Very High;ceylon4;x
800319;Head of Military Intelligence;N. M.佩雷拉;36;LWR;Industrial Specialist;Very High;ceylon12;x
800320;Chief of Staff;约翰·科特拉瓦拉;36;SC;School of Mass Combat;Very High;ceylon8;x
800321;Chief of Staff;詹姆斯·辛克莱;36;ML;School of Fire Support;Very High;ceylon5;x
800322;Chief of Army;詹姆斯·辛克莱;36;ML;Static Defence Doctrine;Very High;ceylon5;x
800323;Chief of Army;约翰·科特拉瓦拉;36;SC;Guns and Butter Doctrine;Very High;ceylon8;x
800324;Chief of Navy;W.E.班克斯;36;ML;Open Seas Doctrine;Very High;ceylon6;x
800325;Chief of Air Force;格雷汉姆·布莱登;36;SL;Naval Aviation Doctrine;Very High;unknown;x
800326;Chief of Air Force;约翰·巴克尔;36;ML;Army Aviation Doctrine;Very High;unknown;x
