MODEL_AFG_5_0;[苏]T-18 ;;;;;;;;;;X
MODEL_AFG_5_1;[苏]T-28 ;;;;;;;;;;X
MODEL_AFG_5_2;[苏]BT-7M ;;;;;;;;;;X
MODEL_AFG_5_3;[苏]T-34/76 m.41 ;;;;;;;;;;X
MODEL_AFG_5_4;[苏]T-34/85 m.44 ;;;;;;;;;;X
MODEL_AFG_13_0;[英]霍克 '雌鹿' ;;;;;;;;;;X
MODEL_AFG_17_0;[意]布雷达 Ba.25 ;;;;;;;;;;X
MODEL_ALB_5_0;[意]菲亚特2000 ;;;;;;;;;;X
MODEL_ALB_5_1;[意]CA M.11/39 ;;;;;;;;;;X
MODEL_ALB_5_2;[意]CA M.13/40 ;;;;;;;;;;X
MODEL_ALB_5_3;[意]CA M.15/42 ;;;;;;;;;;X
MODEL_ALB_5_4;[意]CA M.18/43 '撒哈拉' ;;;;;;;;;;X
MODEL_ARG_5_0;[法]雷诺 FT-17 ;;;;;;;;;;X
MODEL_ARG_5_1;[美]T4E1 ;;;;;;;;;;X
MODEL_ARG_5_2;纳威尔 D.L.43 ;;;;;;;;;;X
MODEL_ARG_5_3;[美]M4A1 '谢尔曼' ;;;;;;;;;;X
MODEL_ARG_5_4;[美]M4/E8 '谢尔曼' ;;;;;;;;;;X
MODEL_ARG_5_5;[美]M26 '潘兴' ;;;;;;;;;;X
MODEL_ARG_12_3;FMA I.Ae.33 '飞箭'II ;;;;;;;;;;X
MODEL_ARG_13_0;[美]寇蒂斯 '鹰'III ;;;;;;;;;;X
MODEL_ARG_13_1;[美]寇蒂斯 '鹰' 75H ;;;;;;;;;;X
MODEL_ARG_13_2;FMA I.Ae-22 DL ;;;;;;;;;;X
MODEL_ARG_13_8;FMA I.Ae.27 '飞箭' ;;;;;;;;;;X
MODEL_ARG_16_0;改进型 P2Y-3A '游骑兵' ;;;;;;;;;;X
MODEL_ARG_17_0;FMA Ae-MB2 '勃比' ;;;;;;;;;;X
MODEL_ARG_18_0;[美]道格拉斯 C-32 ;;;;;;;;;;X
MODEL_ARG_21_0;里瓦达维亚级 ;;;;;;;;;;X
MODEL_ARG_22_1;阿根廷级 ;;;;;;;;;;X
MODEL_ARG_23_0;五月二十五日级 ;;;;;;;;;;X
