;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
RT_ARTILLERY;火炮技术 ;;;;;;;;;;X
RT_MECHANICS;机械学 ;;;;;;;;;;X
RT_ELECTRONICS;电子学 ;;;;;;;;;;X
RT_CHEMISTRY;化学 ;;;;;;;;;;X
RT_TRAINING;训练 ;;;;;;;;;;X
RT_GENERAL_EQUIPMENT;通用设备 ;;;;;;;;;;X
RT_ROCKETRY;火箭动力学 ;;;;;;;;;;X
RT_NAVAL_ENGINEERING;海军工程学 ;;;;;;;;;;X
RT_AERONAUTICS;航空学 ;;;;;;;;;;X
RT_NUCLEAR_PHYSICS;核物理学 ;;;;;;;;;;X
RT_NUCLEAR_ENGINEERING;核工程学 ;;;;;;;;;;X
RT_MANAGEMENT;管理学 ;;;;;;;;;;X
RT_INDUSTRIAL_ENGINEERING;工业管理学 ;;;;;;;;;;X
RT_MATHEMATICS;数学 ;;;;;;;;;;X
RT_SMALL_UNIT_TACTICS;小兵团战术 ;;;;;;;;;;X
RT_LARGE_UNIT_TACTICS;大兵团战术 ;;;;;;;;;;X
RT_CENTRALIZED_EXECUTION;集中行动 ;;;;;;;;;;X
RT_DECENTRALIZED_EXECUTION;分散行动 ;;;;;;;;;;X
RT_TECHNICAL_EFFICIENCY;流水线作业 ;;;;;;;;;;X
RT_INDIVIDUAL_COURAGE;个人英雄主义 ;;;;;;;;;;X
RT_INFANTRY_FOCUS;步兵协同 ;;;;;;;;;;X
RT_COMBINED_ARMS_FOCUS;步坦协同 ;;;;;;;;;;X
RT_LARGE_UNIT_FOCUS;大兵团协同 ;;;;;;;;;;X
RT_NAVAL_ARTILLERY;海军炮兵射击术 ;;;;;;;;;;X
RT_NAVAL_TRAINING;海军训练 ;;;;;;;;;;X
RT_AIRCRAFT_TESTING;飞机测试 ;;;;;;;;;;X
RT_FIGHTER_TACTICS;战斗机战术 ;;;;;;;;;;X
RT_BOMBER_TACTICS;轰炸机战术 ;;;;;;;;;;X
RT_LARGE_TASKFORCE_TACTICS;大编队战术 ;;;;;;;;;;X
RT_SMALL_TASKFORCE_TACTICS;小编队战术 ;;;;;;;;;;X
RT_SEAMANSHIP;航海术 ;;;;;;;;;;X
RT_PILOTING;地标领航 ;;;;;;;;;;X
RT_SUBMARINE_TACTICS;潜艇战术 ;;;;;;;;;;X
RT_CARRIER_TACTICS;航母战术 ;;;;;;;;;;X
;;;;;;;;;;;X
TECH_CAT_INFANTRY;步兵部队 ;;;;;;;;;;X
TECH_CAT_AIRBORNE;空降部队 ;;;;;;;;;;X
TECH_CAT_MARINES;海军陆战队 ;;;;;;;;;;X
TECH_CAT_MOUNTAIN;山地部队 ;;;;;;;;;;X
TECH_CAT_CAVALRY;骑兵部队 ;;;;;;;;;;X
TECH_CAT_SUPPLY;后勤补给 ;;;;;;;;;;X
TECH_CAT_MOTORIZED;摩托化部队 ;;;;;;;;;;X
TECH_CAT_MECHANIZED;机械化部队 ;;;;;;;;;;X
TECH_CAT_MANUFACTURING;工业体系 ;;;;;;;;;;X
TECH_CAT_ROCKETRY;航空动力学 ;;;;;;;;;;X
TECH_CAT_AGRICULTURE;人口与农业生产 ;;;;;;;;;;X
TECH_CAT_RRWARNING;雷达预警系统 ;;;;;;;;;;X
TECH_CAT_CRYPTOGRAPHY;计算机与密码学 ;;;;;;;;;;X
TECH_CAT_NUCLEAR;核研究 ;;;;;;;;;;X
TECH_CAT_nuclear_industry;核工业 ;;;;;;;;;;X
TECH_CAT_BOMBERS;轰炸机 ;;;;;;;;;;X
TECH_CAT_TACTBOMBERS;战术轰炸机 ;;;;;;;;;;X
TECH_CAT_STRATBOMBERS;战略轰炸机 ;;;;;;;;;;X
TECH_CAT_CAS;俯冲轰炸机 ;;;;;;;;;;X
TECH_CAT_NAVBOMBERS;鱼雷轰炸机 ;;;;;;;;;;X
TECH_CAT_AIRTRANSP;空中运输机 ;;;;;;;;;;X
TECH_CAT_FIGHTERS;战斗机 ;;;;;;;;;;X
TECH_CAT_INTERCEPTORS;截击机 ;;;;;;;;;;X
TECH_CAT_ESCFIGHTERS;护航战斗机 ;;;;;;;;;;X
TECH_CAT_MULTIFIGHTERS;战斗轰炸机 ;;;;;;;;;;X
TECH_CAT_LIGHTTANKS;輕型坦克;;;;;;;;;;X
TECH_CAT_TANKDESTROYERS;坦克歼击车 ;;;;;;;;;;X
TECH_CAT_ANTITANKART;單兵反坦克武器;;;;;;;;;;X
TECH_CAT_FIELDART;野战炮 ;;;;;;;;;;X
TECH_CAT_SELFPROPART;自行火炮 ;;;;;;;;;;X
TECH_CAT_SELFPROPRA;多管火箭炮;;;;;;;;;;X
TECH_CAT_ROCKETART;巨型火炮 ;;;;;;;;;;X
