#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#########################################;;;;;;;;;;;x
#  Secret Weapon Events                  ;;;;;;;;;;;x
#########################################;;;;;;;;;;;x
EVT_8000_NAME;理论突破——秘密武器 ;;;;;;;;;;X
EVT_8000_DESC;一个秘密项目结出了硕果。航空专家和火箭工程师共同做出了努 力，项目主管已经把理论成果提交给总参谋部。进一步的实验可 以带来一系列火箭截击机的出现。 ;;;;;;;;;;X
EVT_8001_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气截击机的出现。 ;;;;;;;;;;X
EVT_8002_DESC;一个秘密项目结出了硕果。航空专家、船只设计师和涡轮喷气工 程师共同做出了努力，项目主管已经把理论成果提交给总参谋部 。进一步的实验可以带来一系列涡轮喷气航空母舰舰载机部队的 出现。 ;;;;;;;;;;X
EVT_8003_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气近距空中支援飞机的出现。 ;;;;;;;;;;X
EVT_8004_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气战术轰炸机的出现。 ;;;;;;;;;;X
EVT_8005_DESC;一个秘密项目结出了硕果。航空专家、船只设计师和涡轮喷气工 程师共同做出了努力，项目主管已经把理论成果提交给总参谋部 。进一步的实验可以带来一系列涡轮喷气战术轰炸机的出现。 ;;;;;;;;;;X
EVT_8006_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气战略轰炸机的出现。 ;;;;;;;;;;X
EVT_8007_DESC;一个秘密项目结出了硕果。航空专家、化学家和火箭工程师共同 做出了努力，项目主管已经把理论成果提交给总参谋部。进一步 的实验可以带来一系列自航飞弹的出现。 ;;;;;;;;;;X
EVT_8008_DESC;一个秘密项目结出了硕果。航空专家、化学家和火箭工程师共同 做出了努力，项目主管已经把理论成果提交给总参谋部。进一步 的实验可以带来一系列飞行火箭的出现。有人说它最终可以把人 类送上月球。 ;;;;;;;;;;X
EVT_8009_DESC;一个秘密项目结出了硕果。航空专家、化学家和火箭工程师共同 做出了努力，项目主管已经把理论成果提交给总参谋部。进一步 的实验可以带来一系列弹道导弹的出现。 ;;;;;;;;;;X
EVT_8010_DESC;一个秘密项目结出了硕果。数学家、逻辑学家和计算机工程师共 同做出了努力，项目主管已经把理论成果提交给总参谋部。进一 步的实验可以带来一系列的电子计算机的出现。 ;;;;;;;;;;X
EVT_8011_DESC;一个秘密项目结出了硕果。爆破专家、核物理专家共同做出了努 力，项目主管已经把理论成果提交给总参谋部。进一步的实验可 以带来一系列原子弹的出现。 ;;;;;;;;;;X
EVT_8012_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力战列舰。 ;;;;;;;;;;X
EVT_8013_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力巡洋舰。 ;;;;;;;;;;X
EVT_8014_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力航空母舰。 ;;;;;;;;;;X
EVT_8015_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力潜艇。 ;;;;;;;;;;X
EVT_8016_DESC;一个秘密项目结出了硕果。飞机设计师和参谋人员共同做出了努 力，项目主管已经把理论成果提交给总参谋部。进一步的实验可 以带来一系列的直升机，这可以让我们组建空中骑兵部队。 ;;;;;;;;;;X
EVT_8017_DESC;一个秘密项目结出了硕果。航空专家、船只设计师、火箭工程师 共同做出了努力，项目主管已经把理论成果提交给总参谋部。进 一步的实验可以带来一系列空对舰导弹，这可以为我们的近距支 援飞机提供反舰能力。 ;;;;;;;;;;X
EVT_8018_DESC;一个秘密项目结出了硕果。飞机设计师、火箭工程师共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列的地对空导弹，这可以提供给我们灵活和强大的 防空火力。 ;;;;;;;;;;X
EVT_8019_DESC;一个秘密项目结出了硕果。飞机设计师和涡轮喷气发动机工程师 共同做出了努力，项目主管已经把理论成果提交给总参谋部。进 一步的实验可以带来一系列涡轮喷气战斗机。 ;;;;;;;;;;X
EVT_48005_NAME;德国国防军山地师 ;;;;;;;;;;X
EVT_48006_NAME;德国国防军伞兵师 ;;;;;;;;;;X
EVT_48015_NAME;美国海军陆战队 ;;;;;;;;;;X
EVT_48016_NAME;美国空降兵 ;;;;;;;;;;X
EVT_48017_NAME;美国国民警卫队 ;;;;;;;;;;X
EVT_48041_NAME;意大利黑衫军 ;;;;;;;;;;X
EVT_48054_NAME;苏联红军坦克军 ;;;;;;;;;;X
EVT_48060_NAME;日本陆军师级编制 ;;;;;;;;;;X
