#  STRING NAME (do not change!);English;;;;;;;;;;X
#  ======================;==========;;;;;;;;;;X
#################################;;;;;;;;;;;X
######### LOADER TEXTS #########;;;;;;;;;;;X
#################################;;;;;;;;;;;X
##;;;;;;;;;;;X
CHECK_UPDATES;检查更新 ;;;;;;;;;;X
REGISTER;注册游戏 ;;;;;;;;;;X
START;开始游戏 ;;;;;;;;;;X
SETTING_MUSIC;打开音乐 ;;;;;;;;;;X
SETTING_WINDOWED;窗口模式 ;;;;;;;;;;X
SETTING_SKIP_INTRO;跳过动画 ;;;;;;;;;;X
SETTING_SELECT_RESULUTION;选择分辨率 ;;;;;;;;;;X
SETTING_LANGUAGE;语言 ;;;;;;;;;;X
LANGUAGE;英语 ;;;;;;;;;;X
TOOLTIP_WINDOWED;你的桌面必须是16位色才能开启窗口模式 ;;;;;;;;;;X
BASE_HOMEPAGE;http://www.bl-logic.dk/Games/Loader/AOD/;;;;;;;;;;X
VERSION;102 ;;;;;;;;;;X
