;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
LANGUAGE;英语 ;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
MENU;菜单 ;;;;;;;;;;X
GOTO;转到 ;;;;;;;;;;X
CANCEL;取消 ;;;;;;;;;;X
DEFAULT;默认值 ;;;;;;;;;;X
ALLPAUSE;全部暂停 ;;;;;;;;;;X
BACK;返回 ;;;;;;;;;;X
BACKTOMAIN;返回主菜单 ;;;;;;;;;;X
OK;好的 ;;;;;;;;;;X
NONE;无 ;;;;;;;;;;X
NOFILE;没有这个文件！ ;;;;;;;;;;X
NO;否 ;;;;;;;;;;X
YES;确定 ;;;;;;;;;;X
;;;;;;;;;;;X
INVAND;和 ;;;;;;;;;;X
;;;;;;;;;;;X
DWBRKALL4;与 ;;;;;;;;;;X
PLEASECONFIRM;请确定: ;;;;;;;;;;X
PLEASESELECT;左键点击一个地区或者单位可以选择。\n\n右键点击一个地区或者单位可以打开命 令快捷方式。\n\n如果已选择了一个单位，右键点击它的 目的地可以移动。 ;;;;;;;;;;X
;;;;;;;;;;;X
HOSTLEFT;主机已经离开游戏！ ;;;;;;;;;;X
CLIENTLEFT;%s(%s)已经离开游戏！ ;;;;;;;;;;X
PLAYERLAG_HEADER;网络延时 ;;;;;;;;;;X
PLAYERLAG_MSG_HOST;踢掉一个延迟的玩家，状况可能会有所改 善，但被踢的玩家就无法继续游戏了。如 果你进行了储存并退出操作，你可以在网 络延时有所改善時重新连接到已存档的游 戏中。 ;;;;;;;;;;X
PLAYERLAG_MSG_CLIENT;越多项目记号则连接越佳。 ;;;;;;;;;;X
BTN_DROPCONT;离开并继续游戏 ;;;;;;;;;;X
BTN_SAVEQUIT;储存并退出 ;;;;;;;;;;X
;;;;;;;;;;;X
GOTOBOX;请输入你想寻找的地区名称。 ;;;;;;;;;;X
GOTOBOX_FAIL;没有这样的地区，请输入你想寻找的地区 名称。 ;;;;;;;;;;X
MP_OK;状态确定 ;;;;;;;;;;X
MP_WAITING;连接中…… ;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
EVENTWINDOW_GOTO;转到 ;;;;;;;;;;X
EVENTWINDOW_CLOSE;关闭 ;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
JANUARY;1月;;;;;;;;;;X
FEBRUARY;2月;;;;;;;;;;X
MARCH;3月;;;;;;;;;;X
APRIL;4月;;;;;;;;;;X
MAY;5月;;;;;;;;;;X
JUNE;6月;;;;;;;;;;X
JULY;7月;;;;;;;;;;X
AUGUST;8月;;;;;;;;;;X
SEPTEMBER;9月;;;;;;;;;;X
OCTOBER;10月;;;;;;;;;;X
NOVEMBER;11月;;;;;;;;;;X
DECEMBER;12月;;;;;;;;;;X
;;;;;;;;;;;X
JAN;1月;;;;;;;;;;X
FEB;2月;;;;;;;;;;X
MAR;3月;;;;;;;;;;X
APR;4月;;;;;;;;;;X
MAYS;5月;;;;;;;;;;X
JUN;6月;;;;;;;;;;X
JUL;7月;;;;;;;;;;X
AUG;8月;;;;;;;;;;X
SEP;9月;;;;;;;;;;X
OCT;10月;;;;;;;;;;X
NOV;11月;;;;;;;;;;X
DEC;12月;;;;;;;;;;X
;;;;;;;;;;;X
TERRAINCOGNITA;未探索地区 ;;;;;;;;;;X
BORDER;各国边界 ;;;;;;;;;;X
;;;;;;;;;;;X
CHAR_BILLION;G ;;;;;;;;;;X
CHAR_MILLION;M ;;;;;;;;;;X
CHAR_THOUSAND;K ;;;;;;;;;;X
;;;;;;;;;;;X
RESOURCE_OIL;石油 ;;;;;;;;;;X
RESOURCE_METAL;金属 ;;;;;;;;;;X
RESOURCE_RARE_MATERIALS;稀有材料 ;;;;;;;;;;X
