AFG;阿富汗第1舰队 
AFG;阿富汗第2舰队 
AFG;阿富汗第3舰队 
AFG;阿富汗第4舰队 
AFG;阿富汗第5舰队 
AFG;阿富汗第6舰队 
ALB;阿尔巴尼亚第I舰队 
ALB;阿尔巴尼亚第II舰队 
ALB;阿尔巴尼亚第III舰队 
ALB;阿尔巴尼亚第IV舰队 
ALB;阿尔巴尼亚第V舰队 
ALB;阿尔巴尼亚第VI舰队 
ALB;阿尔巴尼亚第VII舰队 
ALB;阿尔巴尼亚第VIII舰队 
ALB;阿尔巴尼亚第IX舰队 
ALB;阿尔巴尼亚第X舰队 
ALB;阿尔巴尼亚第XI舰队 
ALB;阿尔巴尼亚第XII舰队 
ALB;阿尔巴尼亚第XIII舰队 
ALB;阿尔巴尼亚第XIV舰队 
ALB;阿尔巴尼亚第XV舰队 
ALB;阿尔巴尼亚第XVI舰队 
ALB;阿尔巴尼亚第XVII舰队 
ALB;阿尔巴尼亚第XVIII舰队 
ALB;阿尔巴尼亚第XIX舰队 
ALB;阿尔巴尼亚第XX舰队 
ALG;阿尔及利亚第I舰队 
ALG;阿尔及利亚第II舰队 
ALG;阿尔及利亚第III舰队 
ALG;阿尔及利亚第IV舰队 
ALG;阿尔及利亚第V舰队 
ALG;阿尔及利亚第VI舰队 
ALG;阿尔及利亚第VII舰队 
ALG;阿尔及利亚第VIII舰队 
ALG;阿尔及利亚第IX舰队 
ALG;阿尔及利亚第X舰队 
ALG;阿尔及利亚第XI舰队 
ALG;阿尔及利亚第XII舰队 
ALG;阿尔及利亚第XIII舰队 
ALG;阿尔及利亚第XIV舰队 
ALG;阿尔及利亚第XV舰队 
ALG;阿尔及利亚第XVI舰队 
ALG;阿尔及利亚第XVII舰队 
ALG;阿尔及利亚第XVIII舰队 
ALG;阿尔及利亚第XIX舰队 
ALG;阿尔及利亚第XX舰队 
ALG;阿尔及利亚第XXI舰队 
ALG;阿尔及利亚第XXII舰队 
ALG;阿尔及利亚第XXIII舰队 
ALG;阿尔及利亚第XXIV舰队 
ALG;阿尔及利亚第XXV舰队 
ALG;阿尔及利亚第XXVI舰队 
ALG;阿尔及利亚第XXVII舰队 
ALG;阿尔及利亚第XXVIII舰队 
ALG;阿尔及利亚第XXIX舰队 
ALG;阿尔及利亚第XXX舰队 
ANG;安哥拉第I舰队 
ANG;安哥拉第II舰队 
ANG;安哥拉第III舰队 
ANG;安哥拉第IV舰队 
ANG;安哥拉第V舰队 
ANG;安哥拉第VI舰队 
ANG;安哥拉第VII舰队 
ANG;安哥拉第VIII舰队 
ANG;安哥拉第IX舰队 
ANG;安哥拉第X舰队 
ANG;安哥拉第XI舰队 
ANG;安哥拉第XII舰队 
ANG;安哥拉第XIII舰队 
ANG;安哥拉第XIV舰队 
ANG;安哥拉第XV舰队 
ANG;安哥拉第XXI舰队 
ANG;安哥拉第XXII舰队 
ANG;安哥拉第XXIII舰队 
ANG;安哥拉第XXIV舰队 
ANG;安哥拉第XXV舰队 
ANG;安哥拉第XXX舰队 
ANG;安哥拉第XXXIII舰队 
ANG;安哥拉第XVI舰队 
ANG;安哥拉第XVII舰队 
ANG;安哥拉第XVIII舰队 
ANG;安哥拉第XIX舰队 
ANG;安哥拉第XX舰队 
ANG;安哥拉第XXI舰队 
ANG;安哥拉第XXII舰队 
ANG;安哥拉第XXIII舰队 
ANG;安哥拉第XXIV舰队 
ANG;安哥拉第XXV舰队 
ANG;安哥拉第XXVI舰队 
ANG;安哥拉第XXVII舰队 
ANG;安哥拉第XXVIII舰队 
ANG;安哥拉第XXIX舰队 
ANG;安哥拉第XXX舰队 
ARA;阿拉伯联邦第I舰队 
ARA;阿拉伯联邦第II舰队 
ARA;阿拉伯联邦第III舰队 
ARA;阿拉伯联邦第IV舰队 
ARA;阿拉伯联邦第V舰队 
ARA;阿拉伯联邦第VI舰队 
ARA;阿拉伯联邦第VII舰队 
ARA;阿拉伯联邦第VIII舰队 
