Id;Name;Area;Region;Continent;Climate;Terrain;SizeModifier;AirCapacity;Infrastructure;City;Beaches;Port Allowed;Port Seazone;IC;Manpower;Oil;Metal;Energy;Rare Materials;City XPos;City YPos;Army XPos;Army YPos;Port XPos;Port YPos;Beach XPos;Beach YPos;Beach Icon;Fort XPos;Fort YPos;AA XPos;AA YPos;Counter x;Counter Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Fill coord X;Fill coord Y;;;;;;;;;
0;PROV0;-;-;-;-;Clear;;;100;;0;0;0;0;0;0;0;0;0;14976;5760;14976;5760;14976;5760;14976;5760;0;;;;;;;;;;;;;;;;;-1;-1;-1;-1
1;PROV1;Iceland;Iceland;Europe;Subarctic;Forest;;;60;;1;1;2374;1;1;0;0;2;0;13184;557;13226;571;13148;626;13118;600;15;13178;622;13269;637;13226;571;;;;;;;;;;;13188;716;-1;-1
2;PROV2;Iceland;Iceland;Europe;Subarctic;Forest;;;50;;0;1;2377;0;0;0;0;0;0;13668;538;13612;564;13792;601;13817;593;10;13749;581;13548;597;13612;563;;;;;;;;;;;13368;648;-1;-1
3;PROV3;North Scotland;Scotland;Europe;Temperate;Hills;;;50;;1;1;2403;0;0;0;0;0;0;14394;1166;14386;1206;14453;1173;14438;1190;6;14373;1232;14369;1257;14387;1201;;;;;;;;;;;14256;1420;-1;-1
4;PROV4;Suez Channel Area;Egypt;Africa;Arid;Hills;;;90;;1;1;2453;0;0;0;0;0;0;17647;4365;17659;4326;17673;4297;17676;4307;0;17640;4297;17642;4331;17654;4327;;;;;;;;;;;17404;4736;-1;-1
5;PROV5;North Scotland;Scotland;Europe;Temperate;Forest;;;70;;1;1;2471;1;0;0;0;0;0;14732;1045;14719;1059;14763;1065;14751;1017;15;14725;1082;14726;1014;14719;1051;;;;;;;;;;;14376;1440;-1;-1
6;PROV6;North Scotland;Scotland;Europe;Temperate;Mountain;;;100;;0;1;2471;2;0;0;0;0;0;14627;1131;14632;1284;14673;1217;14697;1215;15;14653;1245;14595;1317;14632;1284;;;;;;;;;;;14308;1548;-1;-1
7;PROV7;South Scotland;Scotland;Europe;Temperate;Mountain;;;100;;0;1;2398;2;1;0;1;0;0;14723;1268;14713;1319;14763;1378;14752;1377;1;14751;1341;14666;1342;14712;1324;;;;;;;;;;;14424;1612;-1;-1
8;PROV8;North Scotland;Scotland;Europe;Temperate;Forest;;;60;;0;1;2404;4;1;0;1;0;0;14572;1373;14534;1410;14486;1407;14479;1424;6;14509;1409;14522;1441;14534;1410;;;;;;;;;;;14304;1676;-1;-1
9;PROV9;South Scotland;Scotland;Europe;Temperate;Urban;;;120;;1;1;2405;10;2;0;3;6;2;14678;1447;14633;1455;14573;1486;14579;1484;4;14627;1478;14607;1429;14633;1455;;;;;;;;;;;14332;1784;-1;-1
10;PROV10;South Scotland;Scotland;Europe;Temperate;Hills;;;120;;1;1;2398;6;2;0;14;78;1;14735;1512;14747;1476;14766;1418;14790;1436;4;14721;1449;14753;1440;14747;1476;;;;;;;;;;;14436;1820;-1;-1
11;PROV11;North England;England;Europe;Temperate;Urban;;;120;;1;1;2397;5;2;0;0;284;1;14775;1524;14816;1536;14869;1551;14849;1514;5;14844;1544;14807;1484;14816;1536;;;;;;;;;;;14500;1908;-1;-1
12;PROV12;North England;England;Europe;Temperate;Urban;;;120;;0;0;0;8;3;0;0;80;1;14738;1807;14767;1773;14378;1937;14400;1973;0;14778;1767;14800;1753;14767;1773;;;;;;;;;;;14432;1948;-1;-1
13;PROV13;North England;England;Europe;Temperate;Forest;;;80;;0;0;0;11;3;0;0;97;1;14815;1702;14824;1670;14665;2061;;;;14848;1690;14789;1645;14824;1670;;;;;;;;;;;14568;2064;-1;-1
14;PROV14;North England;England;Europe;Temperate;Urban;;;120;;1;1;2406;16;3;0;20;83;3;14752;1674;14748;1709;14704;1733;14725;1686;1;14719;1752;14764;1694;14748;1709;;;;;;;;;;;14452;2072;-1;-1
15;PROV15;West England;England;Europe;Temperate;Forest;;;60;;0;1;2409;10;3;0;8;135;0;14581;1935;14626;1926;14652;1978;14631;1977;3;14657;1958;14696;1971;14627;1921;;;;;;;;;;;14380;2188;-1;-1
16;PROV16;West England;England;Europe;Temperate;Urban;;;120;;0;0;0;14;4;0;29;262;2;14802;1891;14797;1851;14514;2200;14514;2200;0;14800;1871;14798;1815;14797;1851;;;;;;;;;;;14500;2200;-1;-1
17;PROV17;East England;England;Europe;Temperate;Clear;;;100;;1;1;2396;2;1;0;0;0;0;15085;1895;15054;1860;15089;1792;15105;1815;4;15078;1813;15032;1822;15054;1860;;;;;;;;;;;14688;2176;-1;-1
18;PROV18;Pas de Calais;France;Europe;Temperate;Clear;;;100;;1;1;3604;1;0;0;0;1;0;15186;2129;15154;2104;15099;2064;15106;2088;5;15126;2055;15120;2082;15154;2104;;;;;;;;;;;14860;2468;-1;-1
19;PROV19;East England;England;Europe;Temperate;Urban;;;120;;0;0;0;16;9;0;15;0;3;14995;1966;14957;1960;14633;2265;;;;14943;1978;14922;1950;14957;1960;;;;;;;;;;;14620;2256;-1;-1
20;PROV20;East England;England;Europe;Temperate;Clear;;;120;;1;1;3604;8;5;0;13;19;0;15008;2015;15046;2016;15088;2034;15067;2039;2;15085;2016;15049;2031;15046;2016;;;;;;;;;;;14668;2324;-1;-1
21;PROV21;East England;England;Europe;Temperate;Forest;;;120;;1;1;2412;7;3;0;6;18;2;14860;1988;14858;2032;14897;2080;14871;2089;7;14879;2069;14883;2013;14858;2032;;;;;;;;;;;14560;2344;-1;-1
22;PROV22;West England;England;Europe;Temperate;Hills;;;100;;1;1;2409;7;2;0;14;15;0;14786;2009;14776;1973;14724;1987;14725;2006;9;14756;1973;14801;1938;14776;1973;;;;;;;;;;;14496;2288;-1;-1
23;PROV23;West England;England;Europe;Temperate;Clear;;;120;;1;1;2413;5;1;0;8;0;3;14600;2070;14566;2110;14585;2145;14605;2120;7;14611;2108;14536;2134;14566;2110;;;;;;;;;;;14364;2368;-1;-1
24;PROV24;Eire;Ireland;Europe;Temperate;Hills;;;120;;0;1;2411;2;1;0;0;2;0;14279;1872;14223;1893;14303;1952;14335;1923;7;14282;1936;14169;1914;14223;1893;;;;;;;;;;;14052;2184;-1;-1
25;PROV25;Eire;Ireland;Europe;Temperate;Clear;;;100;;1;1;2408;0;0;0;0;1;0;14282;1764;14240;1780;14187;1779;14191;1801;1;14209;1760;14252;1807;14240;1780;;;;;;;;;;;13988;2096;-1;-1
26;PROV26;Eire;Ireland;Europe;Temperate;Clear;;;100;;1;1;2407;0;0;0;0;0;0;14191;1701;14218;1673;14242;1626;14180;1632;3;14252;1651;14281;1683;14218;1673;;;;;;;;;;;13992;1980;-1;-1
27;PROV27;Eire;Ireland;Europe;Temperate;Hills;;;100;;0;1;2404;0;0;0;0;1;0;14303;1601;14320;1564;14341;1506;14312;1528;10;14335;1528;14291;1545;14320;1564;;;;;;;;;;;14056;1876;-1;-1
28;PROV28;Eire;Ireland;Europe;Temperate;Hills;;;120;;1;1;2405;4;1;0;1;2;0;14450;1544;14468;1596;14513;1575;14488;1562;4;14491;1596;14465;1635;14468;1596;;;;;;;;;;;14176;1908;-1;-1
29;PROV29;Eire;Ireland;Europe;Temperate;Hills;;;120;;0;1;2404;2;0;0;0;7;0;14365;1642;14364;1606;14404;1528;14410;1523;7;14383;1562;14403;1604;14367;1609;;;;;;;;;;;14108;1956;-1;-1
30;PROV30;Eire;Ireland;Europe;Temperate;Urban;;;120;;1;1;3606;3;2;0;0;0;0;14419;1779;14435;1744;14479;1758;14476;1792;5;14456;1736;14432;1704;14435;1744;;;;;;;;;;;14132;2092;-1;-1
31;PROV31;Sicilian Gap;Italy;Europe;Mediterranean;Clear;;;80;;1;1;3616;1;1;0;0;1;0;16158;3662;16200;3673;16173;3708;16190;3688;14;16180;3683;16163;3682;16200;3676;;;;;;;;;;;15864;4304;-1;-1
32;PROV32;Brittany;France;Europe;Temperate;Forest;;;110;;1;1;2414;2;1;0;0;0;0;14652;2380;14641;2346;14606;2363;14587;2318;2;14597;2334;14676;2318;14641;2346;;;;;;;;;;;14333;2660;-1;-1
