CHI;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x ,,,,,,,,,,,,,,,,,,,,,,,,,,
1000;中央飞机制造厂 ;T1000;3;1930;1999;aeronautics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1001;大定航空发动机厂 ;T1001;2;1930;1999;aeronautics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1002;汉阳兵工厂 ;T1002;5;1930;1999;mechanics;artillery;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1003;广东兵工厂 ;T1003;4;1999;1999;mechanics;artillery;CHEMISTRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1004;中兴煤业 ;T1004;3;1930;1999;industrial_engineering;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1005;亚历山大·冯·法肯豪森 ;T1005;6;1999;1999;small_unit_tactics;infantry_focus;DECENTRALIZED_EXECUTION;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1006;蒋介石 ;T1006;5;1930;1999;TRAINING;infantry_focus;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1007;陈纳德 ;T1007;5;1999;1999;fighter_tactics;individual_courage;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1008;中央航空学校 ;T1008;3;1930;1999;fighter_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1009;青岛海军军官学校 ;T1009;2;1930;1999;small_taskforce_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1010;江南造船厂 ;T1010;2;1930;1999;naval_artillery;naval_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1011;陈省身 ;T1011;6;1930;1999;mathematics;MANAGEMENT;electronics;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
