U55;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
95501;AC de St-Nazaire-Penhoët;T1400;4;1930;1970;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95502;Amiot;T1401;5;1930;1970;aeronautics;electronics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95503;Arsenal de Brest;T1402;5;1930;1970;naval_engineering;naval_artillery;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95504;Dewoitine;T1403;4;1930;1970;aeronautics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95505;FAMH;T1404;4;1930;1970;mechanics;training;electronics;general_equipment;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95507;Kuhlmann;T1407;3;1930;1970;chemistry;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95508;Manufacture d'Armes St.Etienne;T1408;5;1930;1970;mechanics;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95509;Morane-Saulnier;T1409;4;1930;1970;aeronautics;artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95510;Renault;T1410;5;1930;1970;mechanics;industrial_engineering;general_equipment;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95511;Rhône-Poulenc;T1411;3;1930;1970;chemistry;industrial_engineering;general_equipment;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95512;Saint-Gobain;T1412;2;1930;1970;chemistry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95513;Schneider;T1413;4;1930;1970;artillery;mechanics;technical_efficiency;electronics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95514;SNPA;T1414;4;1941;1970;industrial_engineering;chemistry;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95515;SOMUA;T1415;5;1930;1970;mechanics;industrial_engineering;electronics;technical_efficiency;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95516;Charles de Gaulle;T1416;7;1939;1970;small_unit_tactics;decentralized_execution;individual_courage;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95517;Etienne Schlumberger;T1417;4;1942;1970;large_taskforce_tactics;naval_training;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95518;François d'Astier de la Vigerie;T1419;3;1930;1952;fighter_tactics;piloting;aircraft_testing;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95519;Martial Valín ;T1421;6;1940;1970;fighter_tactics;piloting;aircraft_testing;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95520;Victor Denain;T1424;2;1930;1940;bomber_tactics;combined_arms_focus;aircraft_testing;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95521;Louis de Broglie;T1425;7;1930;1970;nuclear_physics;mathematics;nuclear_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95522;Dassault Aviation;T1426;7;1946;1970;rocketry;aeronautics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95524;Raoul Salan;T1428;4;1948;1960;centralized_execution;combined_arms_focus;individual_courage;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95525;Alphonse Juin;T1429;5;1947;1962;centralized_execution;large_unit_tactics;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
95526;CEMAA;T1430;4;1950;1970;fighter_tactics;bomber_tactics;piloting;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
