AFG;阿富汗第1空军联队
AFG;阿富汗第2空军联队
AFG;阿富汗第3空军联队
AFG;阿富汗第4空军联队
AFG;阿富汗第5空军联队
AFG;阿富汗第6空军联队
AFG;阿富汗第7空军联队
AFG;阿富汗第8空军联队
AFG;阿富汗第9空军联队
AFG;阿富汗第10空军联队
AFG;阿富汗第11空军联队
AFG;阿富汗第12空军联队
AFG;阿富汗第13空军联队
AFG;阿富汗第14空军联队
AFG;阿富汗第16空军联队
AFG;阿富汗第17空军联队
AFG;阿富汗第19空军联队
AFG;阿富汗第20空军联队
ALB;阿尔巴尼亚第I空军联队
ALB;阿尔巴尼亚第II空军联队
ALB;阿尔巴尼亚第III空军联队
ALB;阿尔巴尼亚第IV空军联队
ALB;阿尔巴尼亚第V空军联队
ALB;阿尔巴尼亚第VI空军联队
ALB;阿尔巴尼亚第VII空军联队
ALB;阿尔巴尼亚第VIII空军联队
ALB;阿尔巴尼亚第IX空军联队
ALB;阿尔巴尼亚第X空军联队
ALB;阿尔巴尼亚第XI空军联队
ALB;阿尔巴尼亚第XI空军联队
ALB;阿尔巴尼亚第XIII空军联队
ALB;阿尔巴尼亚第XIV空军联队
ALB;阿尔巴尼亚第XV空军联队
ALB;阿尔巴尼亚第XVI空军联队
ALB;阿尔巴尼亚第XVII空军联队
ALB;阿尔巴尼亚第XVIII空军联队
ALB;阿尔巴尼亚第XIX空军联队
ALB;阿尔巴尼亚第XX空军联队
ALG;阿尔及利亚第1空军联队
ALG;阿尔及利亚第2空军联队
ALG;阿尔及利亚第3空军联队
ALG;阿尔及利亚第4空军联队
ALG;阿尔及利亚第5空军联队
ALG;阿尔及利亚第6空军联队
ALG;阿尔及利亚第7空军联队
ALG;阿尔及利亚第8空军联队
ALG;阿尔及利亚第9空军联队
ALG;阿尔及利亚第10空军联队
ALG;阿尔及利亚第11空军联队
ALG;阿尔及利亚第12空军联队
ALG;阿尔及利亚第13空军联队
ALG;阿尔及利亚第14空军联队
ALG;阿尔及利亚第15空军联队
ALG;阿尔及利亚第16空军联队
ALG;阿尔及利亚第17空军联队
ALG;阿尔及利亚第18空军联队
ALG;阿尔及利亚第19空军联队
ALG;阿尔及利亚第20空军联队
ANG;安哥拉第I空军联队
ANG;安哥拉第II空军联队
ANG;安哥拉第III空军联队
ANG;安哥拉第IV空军联队
ANG;安哥拉第V空军联队
ANG;安哥拉第VI空军联队
ANG;安哥拉第VII空军联队
ANG;安哥拉第VIII空军联队
ANG;安哥拉第IX空军联队
ANG;安哥拉第X空军联队
ANG;安哥拉第XI空军联队
ANG;安哥拉第XII空军联队
ANG;安哥拉第XIII空军联队
ANG;安哥拉第XIV空军联队
ANG;安哥拉第XV空军联队
ANG;安哥拉第XVI空军联队
ANG;安哥拉第XVII空军联队
ANG;安哥拉第XVIII空军联队
ANG;安哥拉第XIX空军联队
ANG;安哥拉第XX空军联队
ARA;阿拉伯联邦第第1空军联队
ARA;阿拉伯联邦第第2空军联队
ARA;阿拉伯联邦第第3空军联队
ARA;阿拉伯联邦第第4空军联队
ARA;阿拉伯联邦第第5空军联队
ARA;阿拉伯联邦第第6空军联队
ARA;阿拉伯联邦第第7空军联队
ARA;阿拉伯联邦第第8空军联队
ARA;阿拉伯联邦第第9空军联队
ARA;阿拉伯联邦第第10空军联队
ARA;阿拉伯联邦第第11空军联队
ARA;阿拉伯联邦第第12空军联队
ARA;阿拉伯联邦第第13空军联队
ARA;阿拉伯联邦第第14空军联队
ARA;阿拉伯联邦第第16空军联队
ARA;阿拉伯联邦第第17空军联队
ARA;阿拉伯联邦第第19空军联队
ARA;阿拉伯联邦第第20空军联队
ARA;阿拉伯联邦第第21空军联队
ARA;阿拉伯联邦第第22空军联队
ARA;阿拉伯联邦第第23空军联队
ARA;阿拉伯联邦第第24空军联队
ARA;阿拉伯联邦第第26空军联队
ARA;阿拉伯联邦第第27空军联队
ARA;阿拉伯联邦第第29空军联队
ARA;阿拉伯联邦第第30空军联队
ARA;阿拉伯联邦第第31空军联队
ARA;阿拉伯联邦第第32空军联队
ARA;阿拉伯联邦第第33空军联队
ARA;阿拉伯联邦第第34空军联队
ARA;阿拉伯联邦第第36空军联队
ARA;阿拉伯联邦第第37空军联队
ARA;阿拉伯联邦第第39空军联队
ARA;阿拉伯联邦第第40空军联队
ARG;阿根廷第I空军联队 
ARG;阿根廷第II空军联队 
ARG;阿根廷第III空军联队 
ARG;阿根廷第IV空军联队 
ARG;阿根廷第V空军联队 
ARG;阿根廷第VI空军联队 
ARG;阿根廷第VII空军联队 
ARG;阿根廷第VIII空军联队 
ARG;阿根廷第IX空军联队 
ARG;阿根廷第X空军联队 
ARG;阿根廷第XI空军联队 
ARG;阿根廷第XII空军联队 
ARG;阿根廷第XIII空军联队 
ARG;阿根廷第XIV空军联队 
ARG;阿根廷第XV空军联队 
ARG;阿根廷第XXI空军联队 
ARG;阿根廷第XXII空军联队 
ARG;阿根廷第XXIII空军联队 
ARG;阿根廷第XXIV空军联队 
ARG;阿根廷第XXV空军联队 
ARG;阿根廷第XXX空军联队 
ARG;阿根廷第XXXIII空军联队 
ARG;阿根廷第XVI空军联队 
ARG;阿根廷第XVII空军联队 
ARG;阿根廷第XVIII空军联队 
ARG;阿根廷第XIX空军联队 
ARG;阿根廷第XX空军联队 
ARG;阿根廷第XXI空军联队 
ARG;阿根廷第XXII空军联队 
ARG;阿根廷第XXIII空军联队 
ARG;阿根廷第XXIV空军联队 
ARG;阿根廷第XXV空军联队 
ARG;阿根廷第XXVI空军联队 
ARG;阿根廷第XXVII空军联队 
ARG;阿根廷第XXVIII空军联队 
ARG;阿根廷第XXIX空军联队 
ARG;阿根廷第XXX空军联队 
ARG;阿根廷第XXXI空军联队 
ARG;阿根廷第XXXII空军联队 
ARG;阿根廷第XXXIII空军联队 
ARG;阿根廷第XXXIV空军联队 
ARG;阿根廷第XXXV空军联队 
ARG;阿根廷第XXXVI空军联队 
ARG;阿根廷第XXXVII空军联队 
ARG;阿根廷第XXXVIII空军联队 
ARG;阿根廷第XXXIX空军联队 
ARG;阿根廷第XL空军联队 
ARM;亚美尼亚第1空军联队 
ARM;亚美尼亚第2空军联队 
ARM;亚美尼亚第3空军联队 
ARM;亚美尼亚第4空军联队 
ARM;亚美尼亚第5空军联队 
ARM;亚美尼亚第6空军联队 
ARM;亚美尼亚第7空军联队 
ARM;亚美尼亚第8空军联队 
ARM;亚美尼亚第10空军联队 
ARM;亚美尼亚第11空军联队 
ARM;亚美尼亚第12空军联队 
ARM;亚美尼亚第13空军联队 
ARM;亚美尼亚第14空军联队 
ARM;亚美尼亚第15空军联队 
ARM;亚美尼亚第16空军联队 
ARM;亚美尼亚第17空军联队 
ARM;亚美尼亚第18空军联队 
ARM;亚美尼亚第19空军联队 
ARM;亚美尼亚第20空军联队 
AST;澳大利亚皇家空军第1联队 
AST;澳大利亚皇家空军第2联队 
AST;澳大利亚皇家空军第3联队 
AST;澳大利亚皇家空军第4联队 
AST;澳大利亚皇家空军第5联队 
AST;澳大利亚皇家空军第6联队 
AST;澳大利亚皇家空军第7联队 
AST;澳大利亚皇家空军第8联队 
AST;澳大利亚皇家空军第9联队 
AST;澳大利亚皇家空军第10联队 
AST;澳大利亚皇家空军第11联队 
AST;澳大利亚皇家空军第12联队 
AST;澳大利亚皇家空军第13联队 
AST;澳大利亚皇家空军第14联队 
AST;澳大利亚皇家空军第16联队 
AST;澳大利亚皇家空军第17联队 
AST;澳大利亚皇家空军第19联队 
AST;澳大利亚皇家空军第20联队 
AST;澳大利亚皇家空军第21联队 
AST;澳大利亚皇家空军第22联队 
AST;澳大利亚皇家空军第23联队 
AST;澳大利亚皇家空军第24联队 
AST;澳大利亚皇家空军第25联队 
AST;澳大利亚皇家空军第26联队 
AST;澳大利亚皇家空军第27联队 
AST;澳大利亚皇家空军第31联队 
AST;澳大利亚皇家空军第32联队 
AST;澳大利亚皇家空军第33联队 
AST;澳大利亚皇家空军第34联队 
AST;澳大利亚皇家空军第35联队 
AST;澳大利亚皇家空军第37联队 
AST;澳大利亚皇家空军第38联队 
AST;澳大利亚皇家空军第39联队 
AST;澳大利亚皇家空军第40联队 
AST;澳大利亚皇家空军第41联队 
AST;澳大利亚皇家空军第42联队 
AST;澳大利亚皇家空军第43联队 
AST;澳大利亚皇家空军第45联队 
AST;澳大利亚皇家空军第46联队 
AST;澳大利亚皇家空军第47联队 
AST;澳大利亚皇家空军第48联队 
AST;澳大利亚皇家空军第49联队 
AST;澳大利亚皇家空军第50联队 
AUS;奥地利I空军联队 
AUS;奥地利II空军联队 
AUS;奥地利III空军联队 
AUS;奥地利IV空军联队 
AUS;奥地利V空军联队 
AUS;奥地利VI空军联队 
AUS;奥地利VII空军联队 
AUS;奥地利VIII空军联队 
AUS;奥地利IX空军联队 
AUS;奥地利X空军联队 
AUS;奥地利XI空军联队 
AUS;奥地利XII空军联队 
AUS;奥地利XIII空军联队 
AUS;奥地利XIV空军联队 
AUS;奥地利XV空军联队 
AUS;奥地利XXI空军联队 
AUS;奥地利XXII空军联队 
AUS;奥地利XXIII空军联队 
AUS;奥地利XXIV空军联队 
